country,state,county,lat,lng,type,measure,beds,population,year,source
US,IN,warrick,40.551217,-85.602364,PSYCHIATRIC,1000HAB,0.779461,61581,2018,arcgis
US,IN,washington,40.551217,-85.602364,ICU,1000HAB,0.899054,27807,2018,arcgis
US,IN,wayne,40.551217,-85.602364,ACUTE,1000HAB,3.299887,66972,2018,arcgis
US,IN,wayne,40.551217,-85.602364,ICU,1000HAB,0.447948,66972,2019,khn
US,IN,wayne,40.551217,-85.602364,PSYCHIATRIC,1000HAB,0.447948,66972,2018,arcgis
US,IN,wells,40.551217,-85.602364,ACUTE,1000HAB,2.838459,27832,2018,arcgis
US,IN,wells,40.551217,-85.602364,ICU,1000HAB,0.251509,27832,2019,khn
US,IN,white,40.551217,-85.602364,ICU,1000HAB,1.029696,24279,2018,arcgis
US,IN,whitley,40.551217,-85.602364,ACUTE,1000HAB,0.896031,33481,2018,arcgis
US,IN,whitley,40.551217,-85.602364,ICU,1000HAB,0,33481,2019,khn
US,KS,allen,39.011902,-98.484246,ACUTE,1000HAB,1.960477,12752,2013,arcgis
US,KS,allen,39.011902,-98.484246,ICU,1000HAB,0,12752,2019,khn
US,KS,anderson,39.011902,-98.484246,ICU,1000HAB,5.229592,7840,2018,arcgis
US,KS,atchison,39.011902,-98.484246,ICU,1000HAB,1.51828,16466,2018,arcgis
US,KS,barber,39.011902,-98.484246,ACUTE,1000HAB,11.824669,4905,2013,arcgis
US,KS,barber,39.011902,-98.484246,ICU,1000HAB,7.135576,4905,2018,arcgis
US,KS,barton,39.011902,-98.484246,ACUTE,1000HAB,1.219197,27067,2018,arcgis
US,KS,barton,39.011902,-98.484246,ICU,1000HAB,1.773377,27067,2018,arcgis
US,KS,bourbon,39.011902,-98.484246,ACUTE,1000HAB,4.133631,14757,2018,arcgis
US,KS,bourbon,39.011902,-98.484246,ICU,1000HAB,0,14757,2019,khn
US,KS,brown,39.011902,-98.484246,ICU,1000HAB,5.135579,9736,2018,arcgis
US,KS,butler,39.011902,-98.484246,ACUTE,1000HAB,1.9016,66260,2018,arcgis
US,KS,butler,39.011902,-98.484246,ICU,1000HAB,0.241473,66260,2019,khn
US,KS,chase,39.011902,-98.484246,ICU,1000HAB,0,2665,2019,khn
US,KS,chautauqua,39.011902,-98.484246,ACUTE,1000HAB,7.29927,3425,2018,arcgis
US,KS,chautauqua,39.011902,-98.484246,ICU,1000HAB,0,3425,2019,khn
US,KS,cherokee,39.011902,-98.484246,ICU,1000HAB,0.878006,20501,2018,arcgis
US,KS,cherokee,39.011902,-98.484246,OTHER,1000HAB,1.756012,20501,2018,arcgis
US,KS,cheyenne,39.011902,-98.484246,ACUTE,1000HAB,5.97684,2677,2018,arcgis
US,KS,cheyenne,39.011902,-98.484246,ICU,1000HAB,0,2677,2019,khn
US,KS,clark,39.011902,-98.484246,ACUTE,1000HAB,25.849689,2089,2018,arcgis
US,KS,clark,39.011902,-98.484246,ICU,1000HAB,21.541407,2089,2018,arcgis
US,KS,clay,39.011902,-98.484246,ICU,1000HAB,3.047665,8203,2018,arcgis
US,KS,cloud,39.011902,-98.484246,ICU,1000HAB,2.720052,9191,2018,arcgis
US,KS,coffey,39.011902,-98.484246,ACUTE,1000HAB,9.365994,8328,2018,arcgis
US,KS,coffey,39.011902,-98.484246,ICU,1000HAB,0,8328,2019,khn
US,KS,comanche,39.011902,-98.484246,ICU,1000HAB,6.89259,1741,2018,arcgis
US,KS,cowley,39.011902,-98.484246,ACUTE,1000HAB,1.735139,35732,2018,arcgis
US,KS,cowley,39.011902,-98.484246,ICU,1000HAB,0.111944,35732,2019,khn
US,KS,crawford,39.011902,-98.484246,ACUTE,1000HAB,2.838947,39099,2018,arcgis
US,KS,crawford,39.011902,-98.484246,ICU,1000HAB,0.895164,39099,2018,arcgis
US,KS,decatur,39.011902,-98.484246,ACUTE,1000HAB,21.099965,2891,2018,arcgis
US,KS,decatur,39.011902,-98.484246,ICU,1000HAB,0,2891,2019,khn
US,KS,dickinson,39.011902,-98.484246,ICU,1000HAB,7.149567,19162,2018,arcgis
US,KS,doniphan,39.011902,-98.484246,ICU,1000HAB,0,7790,2019,khn
US,KS,douglas,39.011902,-98.484246,ACUTE,1000HAB,1.290257,117806,2018,arcgis
US,KS,douglas,39.011902,-98.484246,ICU,1000HAB,0.084885,117806,2019,khn
US,KS,edwards,39.011902,-98.484246,ICU,1000HAB,7.467753,2946,2018,arcgis
US,KS,elk,39.011902,-98.484246,ICU,1000HAB,0,2581,2019,khn
US,KS,ellis,39.011902,-98.484246,ACUTE,1000HAB,5.956297,28877,2018,arcgis
US,KS,ellis,39.011902,-98.484246,ICU,1000HAB,1.177408,28877,2019,khn
US,KS,ellsworth,39.011902,-98.484246,ICU,1000HAB,3.948823,6331,2018,arcgis
US,KS,finney,39.011902,-98.484246,ACUTE,1000HAB,3.558239,37097,2018,arcgis
US,KS,finney,39.011902,-98.484246,ICU,1000HAB,0.215651,37097,2019,khn
US,KS,ford,39.011902,-98.484246,ACUTE,1000HAB,2.856483,34658,2018,arcgis
US,KS,ford,39.011902,-98.484246,ICU,1000HAB,0.288534,34658,2019,khn
US,KS,franklin,39.011902,-98.484246,ACUTE,1000HAB,1.718817,25599,2018,arcgis
US,KS,franklin,39.011902,-98.484246,ICU,1000HAB,0.19532,25599,2019,khn
US,KS,geary,39.011902,-98.484246,ACUTE,1000HAB,2.57012,35796,2018,arcgis
US,KS,geary,39.011902,-98.484246,ICU,1000HAB,0.167616,35796,2019,khn
US,KS,gove,39.011902,-98.484246,ACUTE,1000HAB,26.595745,2632,2018,arcgis
US,KS,gove,39.011902,-98.484246,ICU,1000HAB,0,2632,2019,khn
US,KS,graham,39.011902,-98.484246,ICU,1000HAB,9.761812,2561,2018,arcgis
US,KS,grant,39.011902,-98.484246,ACUTE,1000HAB,3.369622,7716,2018,arcgis
US,KS,grant,39.011902,-98.484246,ICU,1000HAB,0,7716,2019,khn
US,KS,gray,39.011902,-98.484246,ICU,1000HAB,0,6004,2019,khn
US,KS,greeley,39.011902,-98.484246,ACUTE,1000HAB,41.322314,1210,2018,arcgis
US,KS,greeley,39.011902,-98.484246,ICU,1000HAB,0,1210,2019,khn
US,KS,greenwood,39.011902,-98.484246,ICU,1000HAB,4.014774,6227,2018,arcgis
US,KS,hamilton,39.011902,-98.484246,ACUTE,1000HAB,26.32583,2621,2018,arcgis
US,KS,hamilton,39.011902,-98.484246,ICU,1000HAB,0,2621,2019,khn
US,KS,harper,39.011902,-98.484246,ICU,1000HAB,8.701706,5746,2018,arcgis
US,KS,harvey,39.011902,-98.484246,ACUTE,1000HAB,4.065392,34683,2018,arcgis
US,KS,harvey,39.011902,-98.484246,ICU,1000HAB,0.172995,34683,2019,khn
US,KS,haskell,39.011902,-98.484246,ACUTE,1000HAB,3.185494,4081,2018,arcgis
US,KS,haskell,39.011902,-98.484246,ICU,1000HAB,0,4081,2019,khn
US,KS,hodgeman,39.011902,-98.484246,ICU,1000HAB,20.266667,1875,2018,arcgis
US,KS,jackson,39.011902,-98.484246,ICU,1000HAB,0.900766,13322,2018,arcgis
US,KS,jefferson,39.011902,-98.484246,ACUTE,1000HAB,3.92448,18856,2018,arcgis
US,KS,jefferson,39.011902,-98.484246,ICU,1000HAB,0,18856,2019,khn
US,KS,jewell,39.011902,-98.484246,ICU,1000HAB,8.437395,2963,2018,arcgis
US,KS,johnson,39.011902,-98.484246,ACUTE,1000HAB,2.2063,578797,2017,arcgis
US,KS,johnson,39.011902,-98.484246,ICU,1000HAB,0.190049,578797,2019,khn
US,KS,johnson,39.011902,-98.484246,OTHER,1000HAB,0.452663,578797,2018,arcgis
US,KS,johnson,39.011902,-98.484246,PSYCHIATRIC,1000HAB,0.124396,578797,2018,arcgis
US,KS,kearny,39.011902,-98.484246,ICU,1000HAB,6.359705,3931,2018,arcgis
US,KS,kingman,39.011902,-98.484246,ICU,1000HAB,3.299894,7576,2018,arcgis
US,KS,kiowa,39.011902,-98.484246,ICU,1000HAB,5.942948,2524,2018,arcgis
US,KS,labette,39.011902,-98.484246,ACUTE,1000HAB,3.259865,20553,2018,arcgis
US,KS,labette,39.011902,-98.484246,ICU,1000HAB,0.243273,20553,2019,khn
US,KS,lane,39.011902,-98.484246,ICU,1000HAB,9.988249,1702,2018,arcgis
US,KS,leavenworth,39.011902,-98.484246,ACUTE,1000HAB,1.638125,79359,2018,arcgis
US,KS,leavenworth,39.011902,-98.484246,ICU,1000HAB,0.12601,79359,2019,khn
US,KS,lincoln,39.011902,-98.484246,ICU,1000HAB,4.485742,3121,2018,arcgis
US,KS,linn,39.011902,-98.484246,ICU,1000HAB,0,9602,2019,khn
US,KS,logan,39.011902,-98.484246,ACUTE,1000HAB,25.448029,2790,2018,arcgis
US,KS,logan,39.011902,-98.484246,ICU,1000HAB,0,2790,2019,khn
US,KS,lyon,39.011902,-98.484246,ICU,1000HAB,1.771665,33302,2018,arcgis
US,KS,marion,39.011902,-98.484246,ACUTE,1000HAB,3.06114,12087,2018,arcgis
US,KS,marion,39.011902,-98.484246,ICU,1000HAB,1.241003,12087,2018,arcgis
US,KS,marshall,39.011902,-98.484246,ICU,1000HAB,2.535754,9859,2018,arcgis
US,KS,mcpherson,39.011902,-98.484246,ACUTE,1000HAB,2.153376,28792,2018,arcgis
US,KS,mcpherson,39.011902,-98.484246,ICU,1000HAB,0.868297,28792,2018,arcgis
US,KS,meade,39.011902,-98.484246,ICU,1000HAB,4.656577,4295,2018,arcgis
US,KS,miami,39.011902,-98.484246,ACUTE,1000HAB,0.545852,32976,2018,arcgis
US,KS,miami,39.011902,-98.484246,ICU,1000HAB,0,32976,2019,khn
US,KS,miami,39.011902,-98.484246,PSYCHIATRIC,1000HAB,5.337215,32976,2018,arcgis
US,KS,mitchell,39.011902,-98.484246,ICU,1000HAB,12.038523,6230,2018,arcgis
US,KS,montgomery,39.011902,-98.484246,ACUTE,1000HAB,3.82512,33463,2015,arcgis
US,KS,montgomery,39.011902,-98.484246,ICU,1000HAB,0.209186,33463,2019,khn
US,KS,morris,39.011902,-98.484246,ICU,1000HAB,4.460303,5605,2018,arcgis
US,KS,morton,39.011902,-98.484246,ACUTE,1000HAB,40.941658,2931,2018,arcgis
US,KS,morton,39.011902,-98.484246,ICU,1000HAB,0,2931,2019,khn
US,KS,nemaha,39.011902,-98.484246,ACUTE,1000HAB,4.853888,10095,2018,arcgis
US,KS,nemaha,39.011902,-98.484246,ICU,1000HAB,0,10095,2019,khn
US,KS,neosho,39.011902,-98.484246,ICU,1000HAB,1.542353,16209,2018,arcgis
US,KS,ness,39.011902,-98.484246,ACUTE,1000HAB,36.321226,3001,2018,arcgis
US,KS,ness,39.011902,-98.484246,ICU,1000HAB,3.998667,3001,2020,arcgis
US,KS,norton,39.011902,-98.484246,ACUTE,1000HAB,4.52325,5527,2018,arcgis
US,KS,norton,39.011902,-98.484246,ICU,1000HAB,0,5527,2019,khn
US,KS,osage,39.011902,-98.484246,ICU,1000HAB,0,15894,2019,khn
US,KS,osborne,39.011902,-98.484246,ACUTE,1000HAB,6.786102,3684,2018,arcgis
US,KS,osborne,39.011902,-98.484246,ICU,1000HAB,0,3684,2019,khn
US,KS,ottawa,39.011902,-98.484246,ICU,1000HAB,7.050529,5957,2018,arcgis
US,KS,pawnee,39.011902,-98.484246,ACUTE,1000HAB,90.466352,6776,2018,arcgis
US,KS,pawnee,39.011902,-98.484246,ICU,1000HAB,3.689492,6776,2018,arcgis
US,KS,phillips,39.011902,-98.484246,ACUTE,1000HAB,4.590525,5446,2018,arcgis
US,KS,phillips,39.011902,-98.484246,ICU,1000HAB,0,5446,2019,khn
US,KS,pottawatomie,39.011902,-98.484246,ACUTE,1000HAB,7.633259,23188,2018,arcgis
US,KS,pottawatomie,39.011902,-98.484246,ICU,1000HAB,1.078144,23188,2020,arcgis
US,KS,pratt,39.011902,-98.484246,ACUTE,1000HAB,8.790072,9670,2018,arcgis
US,KS,pratt,39.011902,-98.484246,ICU,1000HAB,0.620476,9670,2019,khn
US,KS,rawlins,39.011902,-98.484246,ICU,1000HAB,9.52381,2520,2018,arcgis
US,KS,reno,39.011902,-98.484246,ACUTE,1000HAB,3.519571,63360,2018,arcgis
US,KS,reno,39.011902,-98.484246,ICU,1000HAB,0.315657,63360,2019,khn
US,KS,republic,39.011902,-98.484246,ICU,1000HAB,13.390011,4705,2018,arcgis
US,KS,rice,39.011902,-98.484246,ICU,1000HAB,2.533441,9868,2018,arcgis
US,KS,riley,39.011902,-98.484246,ACUTE,1000HAB,1.43997,75696,2018,arcgis
US,KS,riley,39.011902,-98.484246,ICU,1000HAB,0.105686,75696,2019,khn
US,KS,rooks,39.011902,-98.484246,ACUTE,1000HAB,3.885004,5148,2018,arcgis
US,KS,rooks,39.011902,-98.484246,ICU,1000HAB,0,5148,2019,khn
US,KS,rush,39.011902,-98.484246,ICU,1000HAB,11.542161,3119,2018,arcgis
US,KS,russell,39.011902,-98.484246,ACUTE,1000HAB,6.583655,6987,2018,arcgis
US,KS,russell,39.011902,-98.484246,ICU,1000HAB,0,6987,2019,khn
US,KS,saline,39.011902,-98.484246,ACUTE,1000HAB,3.57827,55334,2018,arcgis
US,KS,saline,39.011902,-98.484246,ICU,1000HAB,0.325297,55334,2019,khn
US,KS,saline,39.011902,-98.484246,OTHER,1000HAB,0.289153,55334,2018,arcgis
US,KS,scott,39.011902,-98.484246,ACUTE,1000HAB,10.038145,4981,2015,arcgis
US,KS,scott,39.011902,-98.484246,ICU,1000HAB,0,4981,2019,khn
US,KS,sedgwick,39.011902,-98.484246,ACUTE,1000HAB,1.43981,510484,2018,arcgis
US,KS,sedgwick,39.011902,-98.484246,ICU,1000HAB,0.462306,510484,2019,khn
US,KS,sedgwick,39.011902,-98.484246,OTHER,1000HAB,0.793365,510484,2018,arcgis
US,KS,seward,39.011902,-98.484246,ACUTE,1000HAB,4.401255,22948,2018,arcgis
US,KS,seward,39.011902,-98.484246,ICU,1000HAB,0.348614,22948,2019,khn
US,KS,shawnee,39.011902,-98.484246,ACUTE,1000HAB,3.839858,178392,2018,arcgis
US,KS,shawnee,39.011902,-98.484246,ICU,1000HAB,0.291493,178392,2019,khn
US,KS,shawnee,39.011902,-98.484246,OTHER,1000HAB,0.330732,178392,2018,arcgis
US,KS,shawnee,39.011902,-98.484246,PSYCHIATRIC,1000HAB,0.134535,178392,2018,arcgis
US,KS,sheridan,39.011902,-98.484246,ICU,1000HAB,21.225471,2497,2018,arcgis
US,KS,sherman,39.011902,-98.484246,ICU,1000HAB,4.167361,5999,2018,arcgis
US,KS,smith,39.011902,-98.484246,ACUTE,1000HAB,14.351476,3693,2018,arcgis
US,KS,smith,39.011902,-98.484246,ICU,1000HAB,0,3693,2019,khn
US,KS,stafford,39.011902,-98.484246,ACUTE,1000HAB,5.880969,4251,2018,arcgis
US,KS,stafford,39.011902,-98.484246,ICU,1000HAB,0,4251,2019,khn
US,KS,stanton,39.011902,-98.484246,ICU,1000HAB,16.136687,2107,2018,arcgis
US,KS,stevens,39.011902,-98.484246,ICU,1000HAB,17.418568,5741,2018,arcgis
US,KS,sumner,39.011902,-98.484246,ACUTE,1000HAB,2.613987,23336,2018,arcgis
US,KS,sumner,39.011902,-98.484246,ICU,1000HAB,0.642784,23336,2018,arcgis
US,KS,thomas,39.011902,-98.484246,ICU,1000HAB,11.214477,7847,2018,arcgis
US,KS,trego,39.011902,-98.484246,ACUTE,1000HAB,21.386685,2899,2018,arcgis
US,KS,trego,39.011902,-98.484246,ICU,1000HAB,0,2899,2019,khn
US,KS,wabaunsee,39.011902,-98.484246,ICU,1000HAB,0,6918,2019,khn
US,KS,wallace,39.011902,-98.484246,ICU,1000HAB,0,1591,2019,khn
US,KS,washington,39.011902,-98.484246,ACUTE,1000HAB,4.486719,5572,2018,arcgis
US,KS,washington,39.011902,-98.484246,ICU,1000HAB,4.486719,5572,2018,arcgis
US,KS,wichita,39.011902,-98.484246,ACUTE,1000HAB,17.153454,2157,2018,arcgis
US,KS,wichita,39.011902,-98.484246,ICU,1000HAB,0,2157,2019,khn
US,KS,wilson,39.011902,-98.484246,ACUTE,1000HAB,1.693385,8858,2018,arcgis
US,KS,wilson,39.011902,-98.484246,ICU,1000HAB,3.838338,8858,2018,arcgis
US,KS,woodson,39.011902,-98.484246,ICU,1000HAB,0,3178,2019,khn
US,KS,wyandotte,39.011902,-98.484246,ACUTE,1000HAB,7.082162,163227,2018,arcgis
US,KS,wyandotte,39.011902,-98.484246,ICU,1000HAB,0.888333,163227,2019,khn
US,KS,wyandotte,39.011902,-98.484246,OTHER,1000HAB,0.245057,163227,2018,arcgis
US,KS,wyandotte,39.011902,-98.484246,PSYCHIATRIC,1000HAB,0.220552,163227,2013,arcgis
US,KY,adair,37.839333,-84.270018,ACUTE,1000HAB,3.988811,19304,2018,arcgis
US,KY,adair,37.839333,-84.270018,ICU,1000HAB,0,19304,2019,khn
US,KY,allen,37.839333,-84.270018,ICU,1000HAB,1.211945,20628,2018,arcgis
US,KY,anderson,37.839333,-84.270018,ICU,1000HAB,0,22017,2019,khn
US,KY,ballard,37.839333,-84.270018,ICU,1000HAB,0,8152,2019,khn
US,KY,barren,37.839333,-84.270018,ACUTE,1000HAB,4.145746,43418,2018,arcgis
US,KY,barren,37.839333,-84.270018,ICU,1000HAB,0.230319,43418,2019,khn
US,KY,bath,37.839333,-84.270018,ICU,1000HAB,0,12189,2019,khn
US,KY,bell,37.839333,-84.270018,ACUTE,1000HAB,7.86341,27469,2018,arcgis
US,KY,bell,37.839333,-84.270018,ICU,1000HAB,0.254833,27469,2019,khn
US,KY,boone,37.839333,-84.270018,ACUTE,1000HAB,1.260945,127682,2018,arcgis
US,KY,boone,37.839333,-84.270018,ICU,1000HAB,0.140975,127682,2019,khn
US,KY,boone,37.839333,-84.270018,OTHER,1000HAB,0.313278,127682,2018,arcgis
US,KY,bourbon,37.839333,-84.270018,ACUTE,1000HAB,2.897537,20017,2018,arcgis
US,KY,bourbon,37.839333,-84.270018,ICU,1000HAB,0.19983,20017,2019,khn
US,KY,boyd,37.839333,-84.270018,ACUTE,1000HAB,9.384152,48486,2018,arcgis
US,KY,boyd,37.839333,-84.270018,ICU,1000HAB,1.031226,48486,2019,khn
US,KY,boyle,37.839333,-84.270018,ACUTE,1000HAB,7.45642,29773,2018,arcgis
US,KY,boyle,37.839333,-84.270018,ICU,1000HAB,0.738925,29773,2019,khn
US,KY,bracken,37.839333,-84.270018,ICU,1000HAB,0,8330,2019,khn
US,KY,breathitt,37.839333,-84.270018,ACUTE,1000HAB,4.142814,13276,2018,arcgis
US,KY,breathitt,37.839333,-84.270018,ICU,1000HAB,0.301296,13276,2019,khn
US,KY,breckinridge,37.839333,-84.270018,ICU,1000HAB,1.250563,19991,2018,arcgis
US,KY,bullitt,37.839333,-84.270018,ICU,1000HAB,0,78622,2019,khn
US,KY,butler,37.839333,-84.270018,ICU,1000HAB,0,12735,2019,khn
US,KY,caldwell,37.839333,-84.270018,ICU,1000HAB,1.961246,12747,2018,arcgis
US,KY,calloway,37.839333,-84.270018,ACUTE,1000HAB,3.936192,38616,2018,arcgis
US,KY,calloway,37.839333,-84.270018,ICU,1000HAB,0.25896,38616,2019,khn
US,KY,campbell,37.839333,-84.270018,ACUTE,1000HAB,3.093547,91804,2018,arcgis
US,KY,campbell,37.839333,-84.270018,ICU,1000HAB,0.228748,91804,2019,khn
US,KY,carlisle,37.839333,-84.270018,ICU,1000HAB,0,4890,2019,khn
US,KY,carroll,37.839333,-84.270018,ICU,1000HAB,2.337541,10695,2018,arcgis
US,KY,carter,37.839333,-84.270018,ICU,1000HAB,0,27385,2019,khn
US,KY,casey,37.839333,-84.270018,ICU,1000HAB,0.949067,15805,2018,arcgis
US,KY,christian,37.839333,-84.270018,ACUTE,1000HAB,2.678152,72438,2018,arcgis
US,KY,christian,37.839333,-84.270018,ICU,1000HAB,0.248488,72438,2019,khn
US,KY,christian,37.839333,-84.270018,PSYCHIATRIC,1000HAB,8.172506,72438,2018,arcgis
US,KY,clark,37.839333,-84.270018,ACUTE,1000HAB,1.510194,35757,2018,arcgis
US,KY,clark,37.839333,-84.270018,ICU,1000HAB,0.223732,35757,2019,khn
US,KY,clay,37.839333,-84.270018,ACUTE,1000HAB,3.019266,20866,2018,arcgis
US,KY,clay,37.839333,-84.270018,ICU,1000HAB,0.287549,20866,2019,khn
US,KY,clinton,37.839333,-84.270018,ACUTE,1000HAB,4.11442,10208,2018,arcgis
US,KY,clinton,37.839333,-84.270018,ICU,1000HAB,0,10208,2019,khn
US,KY,crittenden,37.839333,-84.270018,ACUTE,1000HAB,5.243609,9154,2018,arcgis
US,KY,crittenden,37.839333,-84.270018,ICU,1000HAB,0,9154,2019,khn
US,KY,cumberland,37.839333,-84.270018,ICU,1000HAB,3.706999,6744,2018,arcgis
US,KY,daviess,37.839333,-84.270018,ACUTE,1000HAB,4.503415,99258,2018,arcgis
US,KY,daviess,37.839333,-84.270018,ICU,1000HAB,0.322392,99258,2019,khn
US,KY,daviess,37.839333,-84.270018,PSYCHIATRIC,1000HAB,0.80598,99258,2018,arcgis
US,KY,edmonson,37.839333,-84.270018,ICU,1000HAB,0,12063,2019,khn
US,KY,elliott,37.839333,-84.270018,ICU,1000HAB,0,7533,2019,khn
US,KY,estill,37.839333,-84.270018,ICU,1000HAB,1.738284,14382,2018,arcgis
US,KY,fayette,37.839333,-84.270018,ACUTE,1000HAB,5.92176,315109,2018,arcgis
US,KY,fayette,37.839333,-84.270018,ICU,1000HAB,0.825111,315109,2019,khn
US,KY,fayette,37.839333,-84.270018,OTHER,1000HAB,0.660089,315109,2018,arcgis
US,KY,fayette,37.839333,-84.270018,PSYCHIATRIC,1000HAB,0.967919,315109,2018,arcgis
US,KY,fleming,37.839333,-84.270018,ACUTE,1000HAB,3.582501,14515,2018,arcgis
US,KY,fleming,37.839333,-84.270018,ICU,1000HAB,0.206683,14515,2019,khn
US,KY,floyd,37.839333,-84.270018,ACUTE,1000HAB,4.646567,37447,2020,arcgis
US,KY,floyd,37.839333,-84.270018,ICU,1000HAB,2.056239,37447,2018,arcgis
US,KY,franklin,37.839333,-84.270018,ICU,1000HAB,0.200124,49969,2019,khn
US,KY,franklin,37.839333,-84.270018,OTHER,1000HAB,3.462147,49969,2018,arcgis
US,KY,fulton,37.839333,-84.270018,ACUTE,1000HAB,11.183895,6259,2012,arcgis
US,KY,fulton,37.839333,-84.270018,ICU,1000HAB,0,6259,2019,khn
US,KY,gallatin,37.839333,-84.270018,ICU,1000HAB,0,8652,2019,khn
US,KY,garrard,37.839333,-84.270018,ACUTE,1000HAB,0.870777,17226,2012,arcgis
US,KY,garrard,37.839333,-84.270018,ICU,1000HAB,0,17226,2019,khn
US,KY,grant,37.839333,-84.270018,ICU,1000HAB,1.008065,24800,2018,arcgis
US,KY,graves,37.839333,-84.270018,ACUTE,1000HAB,2.871789,37259,2018,arcgis
US,KY,graves,37.839333,-84.270018,ICU,1000HAB,0.214713,37259,2019,khn
US,KY,grayson,37.839333,-84.270018,ACUTE,1000HAB,2.870374,26129,2018,arcgis
US,KY,grayson,37.839333,-84.270018,ICU,1000HAB,0.22963,26129,2019,khn
US,KY,green,37.839333,-84.270018,ICU,1000HAB,3.169142,11044,2018,arcgis
US,KY,greenup,37.839333,-84.270018,ACUTE,1000HAB,5.276019,36012,2018,arcgis
US,KY,greenup,37.839333,-84.270018,ICU,1000HAB,0,36012,2019,khn
US,KY,hancock,37.839333,-84.270018,ICU,1000HAB,0,8700,2019,khn
US,KY,hardin,37.839333,-84.270018,ACUTE,1000HAB,2.646264,107699,2018,arcgis
US,KY,hardin,37.839333,-84.270018,ICU,1000HAB,0.185703,107699,2019,khn
US,KY,hardin,37.839333,-84.270018,OTHER,1000HAB,0.371405,107699,2018,arcgis
US,KY,hardin,37.839333,-84.270018,PSYCHIATRIC,1000HAB,1.299919,107699,2018,arcgis
US,KY,harlan,37.839333,-84.270018,ACUTE,1000HAB,5.445041,27548,2018,arcgis
US,KY,harlan,37.839333,-84.270018,ICU,1000HAB,0.254102,27548,2019,khn
US,KY,harrison,37.839333,-84.270018,ACUTE,1000HAB,3.274289,18630,2018,arcgis
US,KY,harrison,37.839333,-84.270018,ICU,1000HAB,0.322061,18630,2019,khn
US,KY,hart,37.839333,-84.270018,ICU,1000HAB,1.349091,18531,2018,arcgis
US,KY,henderson,37.839333,-84.270018,ACUTE,1000HAB,4.151172,46252,2018,arcgis
US,KY,henderson,37.839333,-84.270018,ICU,1000HAB,0.259448,46252,2019,khn
US,KY,henry,37.839333,-84.270018,ICU,1000HAB,0,15677,2019,khn
US,KY,hickman,37.839333,-84.270018,ICU,1000HAB,0,4625,2019,khn
US,KY,hopkins,37.839333,-84.270018,ACUTE,1000HAB,8.481026,45985,2018,arcgis
US,KY,hopkins,37.839333,-84.270018,ICU,1000HAB,0.413178,45985,2019,khn
US,KY,jackson,37.839333,-84.270018,ICU,1000HAB,0,13369,2019,khn
US,KY,jefferson,37.839333,-84.270018,ACUTE,1000HAB,4.046427,764378,2018,arcgis
US,KY,jefferson,37.839333,-84.270018,ICU,1000HAB,0.478821,764378,2019,khn
US,KY,jefferson,37.839333,-84.270018,OTHER,1000HAB,0.972032,764378,2018,arcgis
US,KY,jefferson,37.839333,-84.270018,PSYCHIATRIC,1000HAB,1.007355,764378,2018,arcgis
US,KY,jessamine,37.839333,-84.270018,ICU,1000HAB,0,51667,2019,khn
US,KY,johnson,37.839333,-84.270018,ACUTE,1000HAB,3.121748,23064,2018,arcgis
US,KY,johnson,37.839333,-84.270018,ICU,1000HAB,0.260146,23064,2019,khn
US,KY,kenton,37.839333,-84.270018,ACUTE,1000HAB,3.847866,163987,2018,arcgis
US,KY,kenton,37.839333,-84.270018,ICU,1000HAB,0.329294,163987,2019,khn
US,KY,kenton,37.839333,-84.270018,OTHER,1000HAB,0.243922,163987,2018,arcgis
US,KY,kenton,37.839333,-84.270018,PSYCHIATRIC,1000HAB,0.347589,163987,2018,arcgis
US,KY,knott,37.839333,-84.270018,ICU,1000HAB,0,15690,2019,khn
US,KY,knox,37.839333,-84.270018,ICU,1000HAB,0.79557,31424,2018,arcgis
US,KY,larue,37.839333,-84.270018,ICU,1000HAB,0,14102,2019,khn
US,KY,laurel,37.839333,-84.270018,ACUTE,1000HAB,2.504132,59901,2018,arcgis
US,KY,laurel,37.839333,-84.270018,ICU,1000HAB,0.233719,59901,2019,khn
US,KY,lawrence,37.839333,-84.270018,ACUTE,1000HAB,5.680384,15844,2018,arcgis
US,KY,lawrence,37.839333,-84.270018,ICU,1000HAB,0.378692,15844,2019,khn
US,KY,lee,37.839333,-84.270018,ICU,1000HAB,0,6717,2019,khn
US,KY,leslie,37.839333,-84.270018,ICU,1000HAB,2.347859,10648,2018,arcgis
US,KY,letcher,37.839333,-84.270018,ACUTE,1000HAB,3.911173,23011,2018,arcgis
US,KY,letcher,37.839333,-84.270018,ICU,1000HAB,0.260745,23011,2019,khn
US,KY,lewis,37.839333,-84.270018,ICU,1000HAB,0,13565,2019,khn
US,KY,lincoln,37.839333,-84.270018,ICU,1000HAB,1.024045,24413,2018,arcgis
US,KY,livingston,37.839333,-84.270018,ICU,1000HAB,2.691645,9288,2018,arcgis
US,KY,logan,37.839333,-84.270018,ACUTE,1000HAB,2.793608,26847,2018,arcgis
US,KY,logan,37.839333,-84.270018,ICU,1000HAB,0.223489,26847,2019,khn
US,KY,lyon,37.839333,-84.270018,ICU,1000HAB,0,8268,2019,khn
US,KY,madison,37.839333,-84.270018,ACUTE,1000HAB,1.188105,88376,2018,arcgis
US,KY,madison,37.839333,-84.270018,ICU,1000HAB,0.282882,88376,2018,arcgis
US,KY,magoffin,37.839333,-84.270018,ICU,1000HAB,0,12783,2019,khn
