country,state,county,lat,lng,type,measure,beds,population,year,source
US,AL,lee,32.318231,-86.902298,ICU,1000HAB,0.178803,156597,2019,khn
US,AL,limestone,32.318231,-86.902298,ACUTE,1000HAB,0.774306,91695,2018,arcgis
US,AL,limestone,32.318231,-86.902298,ICU,1000HAB,0.109057,91695,2019,khn
US,AL,limestone,32.318231,-86.902298,OTHER,1000HAB,0.338077,91695,2018,arcgis
US,AL,lowndes,32.318231,-86.902298,ICU,1000HAB,0,10362,2019,khn
US,AL,macon,32.318231,-86.902298,ICU,1000HAB,0,19358,2019,khn
US,AL,madison,32.318231,-86.902298,ACUTE,1000HAB,3.080294,353213,2018,arcgis
US,AL,madison,32.318231,-86.902298,ICU,1000HAB,0.283115,353213,2019,khn
US,AL,madison,32.318231,-86.902298,OTHER,1000HAB,0.198181,353213,2018,arcgis
US,AL,madison,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.056623,353213,2018,arcgis
US,AL,marengo,32.318231,-86.902298,ACUTE,1000HAB,5.014435,19743,2018,arcgis
US,AL,marengo,32.318231,-86.902298,ICU,1000HAB,0.253254,19743,2019,khn
US,AL,marion,32.318231,-86.902298,ACUTE,1000HAB,3.992282,30058,2018,arcgis
US,AL,marion,32.318231,-86.902298,ICU,1000HAB,0.133076,30058,2019,khn
US,AL,marshall,32.318231,-86.902298,ACUTE,1000HAB,2.533302,94738,2018,arcgis
US,AL,marshall,32.318231,-86.902298,ICU,1000HAB,0.211109,94738,2019,khn
US,AL,mobile,32.318231,-86.902298,ACUTE,1000HAB,4.090962,414328,2018,arcgis
US,AL,mobile,32.318231,-86.902298,ICU,1000HAB,0.378927,414328,2019,khn
US,AL,mobile,32.318231,-86.902298,OTHER,1000HAB,0.419957,414328,2018,arcgis
US,AL,mobile,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.144813,414328,2018,arcgis
US,AL,monroe,32.318231,-86.902298,ACUTE,1000HAB,4.322833,21745,2018,arcgis
US,AL,monroe,32.318231,-86.902298,ICU,1000HAB,0.367901,21745,2019,khn
US,AL,montgomery,32.318231,-86.902298,ACUTE,1000HAB,4.174005,227120,2018,arcgis
US,AL,montgomery,32.318231,-86.902298,ICU,1000HAB,0.38746,227120,2019,khn
US,AL,montgomery,32.318231,-86.902298,OTHER,1000HAB,0.594399,227120,2018,arcgis
US,AL,montgomery,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.264178,227120,2018,arcgis
US,AL,morgan,32.318231,-86.902298,ACUTE,1000HAB,3.3737,119157,2018,arcgis
US,AL,morgan,32.318231,-86.902298,ICU,1000HAB,0.285338,119157,2019,khn
US,AL,morgan,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.621029,119157,2012,arcgis
US,AL,perry,32.318231,-86.902298,ICU,1000HAB,0,9680,2019,khn
US,AL,pickens,32.318231,-86.902298,ACUTE,1000HAB,2.776401,20170,2018,arcgis
US,AL,pickens,32.318231,-86.902298,ICU,1000HAB,0.198314,20170,2019,khn
US,AL,pike,32.318231,-86.902298,ACUTE,1000HAB,2.914051,33287,2018,arcgis
US,AL,pike,32.318231,-86.902298,ICU,1000HAB,0.270376,33287,2019,khn
US,AL,randolph,32.318231,-86.902298,ACUTE,1000HAB,1.509099,22530,2018,arcgis
US,AL,randolph,32.318231,-86.902298,ICU,1000HAB,0,22530,2019,khn
US,AL,russell,32.318231,-86.902298,ACUTE,1000HAB,1.19699,58480,2018,arcgis
US,AL,russell,32.318231,-86.902298,ICU,1000HAB,0.136799,58480,2019,khn
US,AL,russell,32.318231,-86.902298,OTHER,1000HAB,0.820793,58480,2018,arcgis
US,AL,shelby,32.318231,-86.902298,ACUTE,1000HAB,1.207353,208721,2018,arcgis
US,AL,shelby,32.318231,-86.902298,ICU,1000HAB,0.153315,208721,2019,khn
US,AL,shelby,32.318231,-86.902298,OTHER,1000HAB,0.464735,208721,2018,arcgis
US,AL,st. clair,32.318231,-86.902298,ACUTE,1000HAB,0.460103,86937,2018,arcgis
US,AL,st. clair,32.318231,-86.902298,ICU,1000HAB,0.069015,86937,2019,khn
US,AL,sumter,32.318231,-86.902298,ACUTE,1000HAB,2.522164,13084,2018,arcgis
US,AL,sumter,32.318231,-86.902298,ICU,1000HAB,0,13084,2019,khn
US,AL,talladega,32.318231,-86.902298,ACUTE,1000HAB,3.52339,80888,2018,arcgis
US,AL,talladega,32.318231,-86.902298,ICU,1000HAB,0.173079,80888,2019,khn
US,AL,tallapoosa,32.318231,-86.902298,ACUTE,1000HAB,3.116106,40756,2018,arcgis
US,AL,tallapoosa,32.318231,-86.902298,ICU,1000HAB,0.147218,40756,2019,khn
US,AL,tuscaloosa,32.318231,-86.902298,ACUTE,1000HAB,3.849842,204424,2018,arcgis
US,AL,tuscaloosa,32.318231,-86.902298,ICU,1000HAB,0.410911,204424,2019,khn
US,AL,tuscaloosa,32.318231,-86.902298,OTHER,1000HAB,0.156537,204424,2018,arcgis
US,AL,tuscaloosa,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.557664,204424,2018,arcgis
US,AL,walker,32.318231,-86.902298,ACUTE,1000HAB,4.112311,64927,2018,arcgis
US,AL,walker,32.318231,-86.902298,ICU,1000HAB,0.184823,64927,2019,khn
US,AL,washington,32.318231,-86.902298,ICU,1000HAB,1.492894,16746,2018,arcgis
US,AL,wilcox,32.318231,-86.902298,ACUTE,1000HAB,2.747504,10919,2018,arcgis
US,AL,wilcox,32.318231,-86.902298,ICU,1000HAB,0,10919,2019,khn
US,AL,winston,32.318231,-86.902298,ACUTE,1000HAB,2.461615,23968,2018,arcgis
US,AL,winston,32.318231,-86.902298,ICU,1000HAB,0.166889,23968,2019,khn
US,AR,arkansas,35.20105,-91.831833,ICU,1000HAB,1.362249,18352,2018,arcgis
US,AR,ashley,35.20105,-91.831833,ICU,1000HAB,1.588754,20771,2018,arcgis
US,AR,baxter,35.20105,-91.831833,ACUTE,1000HAB,6.521792,41093,2018,arcgis
US,AR,baxter,35.20105,-91.831833,ICU,1000HAB,0.413696,41093,2019,khn
US,AR,benton,35.20105,-91.831833,ACUTE,1000HAB,1.330299,251823,2016,arcgis
US,AR,benton,35.20105,-91.831833,ICU,1000HAB,0.119131,251823,2019,khn
US,AR,boone,35.20105,-91.831833,ACUTE,1000HAB,4.675911,37212,2018,arcgis
US,AR,boone,35.20105,-91.831833,ICU,1000HAB,0.644953,37212,2019,khn
US,AR,bradley,35.20105,-91.831833,ICU,1000HAB,3.183555,10994,2018,arcgis
US,AR,calhoun,35.20105,-91.831833,ICU,1000HAB,0,5194,2019,khn
US,AR,carroll,35.20105,-91.831833,ICU,1000HAB,1.691743,27782,2018,arcgis
US,AR,chicot,35.20105,-91.831833,ICU,1000HAB,2.271076,11008,2018,arcgis
US,AR,chicot,35.20105,-91.831833,OTHER,1000HAB,1.362645,11008,2018,arcgis
US,AR,clark,35.20105,-91.831833,ICU,1000HAB,1.111358,22495,2018,arcgis
US,AR,clay,35.20105,-91.831833,ICU,1000HAB,1.64582,15190,2018,arcgis
US,AR,cleburne,35.20105,-91.831833,ICU,1000HAB,0.985766,25361,2018,arcgis
US,AR,cleveland,35.20105,-91.831833,ICU,1000HAB,0,8332,2019,khn
US,AR,columbia,35.20105,-91.831833,ACUTE,1000HAB,2.917639,23992,2018,arcgis
US,AR,columbia,35.20105,-91.831833,ICU,1000HAB,0.250083,23992,2019,khn
US,AR,conway,35.20105,-91.831833,ICU,1000HAB,1.670325,20954,2018,arcgis
US,AR,craighead,35.20105,-91.831833,ACUTE,1000HAB,5.477428,104246,2016,arcgis
US,AR,craighead,35.20105,-91.831833,ICU,1000HAB,0.633118,104246,2019,khn
US,AR,craighead,35.20105,-91.831833,PSYCHIATRIC,1000HAB,0.575562,104246,2018,arcgis
US,AR,crawford,35.20105,-91.831833,ACUTE,1000HAB,1.658108,62119,2018,arcgis
US,AR,crawford,35.20105,-91.831833,ICU,1000HAB,0.128785,62119,2019,khn
US,AR,crittenden,35.20105,-91.831833,ACUTE,1000HAB,3.084541,49278,2012,arcgis
US,AR,crittenden,35.20105,-91.831833,ICU,1000HAB,0,49278,2019,khn
US,AR,crittenden,35.20105,-91.831833,PSYCHIATRIC,1000HAB,1.095824,49278,2018,arcgis
US,AR,cross,35.20105,-91.831833,ACUTE,1000HAB,1.456537,17164,2018,arcgis
US,AR,cross,35.20105,-91.831833,ICU,1000HAB,0,17164,2019,khn
US,AR,dallas,35.20105,-91.831833,ICU,1000HAB,3.295979,7585,2018,arcgis
US,AR,desha,35.20105,-91.831833,ACUTE,1000HAB,2.067141,12094,2018,arcgis
US,AR,desha,35.20105,-91.831833,ICU,1000HAB,2.067141,12094,2018,arcgis
US,AR,drew,35.20105,-91.831833,ACUTE,1000HAB,2.631579,18620,2018,arcgis
US,AR,drew,35.20105,-91.831833,ICU,1000HAB,0.268528,18620,2019,khn
US,AR,faulkner,35.20105,-91.831833,ACUTE,1000HAB,1.203806,121282,2018,arcgis
US,AR,faulkner,35.20105,-91.831833,ICU,1000HAB,0.206131,121282,2019,khn
US,AR,faulkner,35.20105,-91.831833,OTHER,1000HAB,0.214376,121282,2018,arcgis
US,AR,franklin,35.20105,-91.831833,ICU,1000HAB,0,17803,2019,khn
US,AR,fulton,35.20105,-91.831833,ICU,1000HAB,2.067483,12092,2018,arcgis
US,AR,garland,35.20105,-91.831833,ACUTE,1000HAB,5.55136,97994,2018,arcgis
US,AR,garland,35.20105,-91.831833,ICU,1000HAB,0.418393,97994,2019,khn
US,AR,garland,35.20105,-91.831833,OTHER,1000HAB,1.04088,97994,2016,arcgis
US,AR,grant,35.20105,-91.831833,ICU,1000HAB,0,18076,2019,khn
US,AR,greene,35.20105,-91.831833,ACUTE,1000HAB,2.91875,44197,2018,arcgis
US,AR,greene,35.20105,-91.831833,ICU,1000HAB,0.181008,44197,2019,khn
US,AR,hempstead,35.20105,-91.831833,ACUTE,1000HAB,3.565947,22154,2018,arcgis
US,AR,hempstead,35.20105,-91.831833,ICU,1000HAB,0.361109,22154,2019,khn
US,AR,hot spring,35.20105,-91.831833,ACUTE,1000HAB,2.986858,33480,2018,arcgis
US,AR,hot spring,35.20105,-91.831833,ICU,1000HAB,0.179211,33480,2019,khn
US,AR,howard,35.20105,-91.831833,ICU,1000HAB,1.855701,13472,2012,arcgis
US,AR,independence,35.20105,-91.831833,ACUTE,1000HAB,5.364315,37097,2018,arcgis
US,AR,independence,35.20105,-91.831833,ICU,1000HAB,0.323476,37097,2019,khn
US,AR,izard,35.20105,-91.831833,ICU,1000HAB,1.848976,13521,2018,arcgis
US,AR,jackson,35.20105,-91.831833,ACUTE,1000HAB,7.63096,17429,2018,arcgis
US,AR,jackson,35.20105,-91.831833,ICU,1000HAB,0,17429,2019,khn
US,AR,jefferson,35.20105,-91.831833,ACUTE,1000HAB,6.977428,71373,2018,arcgis
US,AR,jefferson,35.20105,-91.831833,ICU,1000HAB,0.476371,71373,2019,khn
US,AR,johnson,35.20105,-91.831833,ACUTE,1000HAB,3.058689,26155,2018,arcgis
US,AR,johnson,35.20105,-91.831833,ICU,1000HAB,0.305869,26155,2019,khn
US,AR,lafayette,35.20105,-91.831833,ICU,1000HAB,0,7051,2019,khn
US,AR,lawrence,35.20105,-91.831833,ICU,1000HAB,1.490135,16777,2018,arcgis
US,AR,lee,35.20105,-91.831833,ICU,1000HAB,0,9614,2019,khn
US,AR,lincoln,35.20105,-91.831833,ICU,1000HAB,0,13885,2019,khn
US,AR,little river,35.20105,-91.831833,ICU,1000HAB,2.00096,12494,2018,arcgis
US,AR,logan,35.20105,-91.831833,ICU,1000HAB,1.880561,21802,2018,arcgis
US,AR,lonoke,35.20105,-91.831833,ICU,1000HAB,0,71568,2019,khn
US,AR,madison,35.20105,-91.831833,ICU,1000HAB,0,15907,2019,khn
US,AR,marion,35.20105,-91.831833,ICU,1000HAB,0,16374,2019,khn
US,AR,miller,35.20105,-91.831833,ICU,1000HAB,0,43760,2019,khn
US,AR,miller,35.20105,-91.831833,PSYCHIATRIC,1000HAB,1.416819,43760,2018,arcgis
US,AR,mississippi,35.20105,-91.831833,ACUTE,1000HAB,3.859053,43534,2018,arcgis
US,AR,mississippi,35.20105,-91.831833,ICU,1000HAB,0.574264,43534,2018,arcgis
US,AR,monroe,35.20105,-91.831833,ICU,1000HAB,0,7420,2019,khn
US,AR,montgomery,35.20105,-91.831833,ICU,1000HAB,0,9059,2019,khn
US,AR,nevada,35.20105,-91.831833,ICU,1000HAB,0,8528,2019,khn
US,AR,newton,35.20105,-91.831833,ICU,1000HAB,0,7898,2019,khn
US,AR,ouachita,35.20105,-91.831833,ACUTE,1000HAB,4.102059,24378,2018,arcgis
US,AR,ouachita,35.20105,-91.831833,ICU,1000HAB,0.328165,24378,2019,khn
US,AR,perry,35.20105,-91.831833,ICU,1000HAB,0,10320,2019,khn
US,AR,phillips,35.20105,-91.831833,ACUTE,1000HAB,7.941387,19518,2018,arcgis
US,AR,phillips,35.20105,-91.831833,ICU,1000HAB,0.307409,19518,2019,khn
US,AR,pike,35.20105,-91.831833,ACUTE,1000HAB,2.937666,10893,2012,arcgis
US,AR,pike,35.20105,-91.831833,ICU,1000HAB,0,10893,2019,khn
US,AR,poinsett,35.20105,-91.831833,ICU,1000HAB,0,24098,2019,khn
US,AR,polk,35.20105,-91.831833,ACUTE,1000HAB,3.215911,20212,2018,arcgis
US,AR,polk,35.20105,-91.831833,ICU,1000HAB,0.296853,20212,2019,khn
US,AR,pope,35.20105,-91.831833,ACUTE,1000HAB,2.682573,63372,2018,arcgis
US,AR,pope,35.20105,-91.831833,ICU,1000HAB,0.173578,63372,2019,khn
US,AR,prairie,35.20105,-91.831833,ICU,1000HAB,0,8309,2019,khn
US,AR,pulaski,35.20105,-91.831833,ACUTE,1000HAB,6.597972,392848,2017,arcgis
US,AR,pulaski,35.20105,-91.831833,ICU,1000HAB,0.532012,392848,2019,khn
US,AR,pulaski,35.20105,-91.831833,OTHER,1000HAB,1.453488,392848,2018,arcgis
US,AR,pulaski,35.20105,-91.831833,PSYCHIATRIC,1000HAB,0.407282,392848,2018,arcgis
US,AR,randolph,35.20105,-91.831833,ACUTE,1000HAB,2.854859,17514,2018,arcgis
US,AR,randolph,35.20105,-91.831833,ICU,1000HAB,0.114194,17514,2019,khn
US,AR,saline,35.20105,-91.831833,ACUTE,1000HAB,1.436534,116252,2018,arcgis
US,AR,saline,35.20105,-91.831833,ICU,1000HAB,0.137632,116252,2019,khn
US,AR,saline,35.20105,-91.831833,PSYCHIATRIC,1000HAB,0.662354,116252,2018,arcgis
US,AR,scott,35.20105,-91.831833,ICU,1000HAB,0,10584,2019,khn
US,AR,searcy,35.20105,-91.831833,ICU,1000HAB,0,7925,2019,khn
US,AR,sebastian,35.20105,-91.831833,ACUTE,1000HAB,6.830923,127362,2018,arcgis
US,AR,sebastian,35.20105,-91.831833,ICU,1000HAB,0.541763,127362,2019,khn
US,AR,sebastian,35.20105,-91.831833,OTHER,1000HAB,0.824422,127362,2018,arcgis
US,AR,sebastian,35.20105,-91.831833,PSYCHIATRIC,1000HAB,0.588873,127362,2018,arcgis
US,AR,sevier,35.20105,-91.831833,ICU,1000HAB,2.034174,17206,2018,arcgis
US,AR,sharp,35.20105,-91.831833,ICU,1000HAB,0,17041,2019,khn
US,AR,st. francis,35.20105,-91.831833,ACUTE,1000HAB,4.421463,26688,2018,arcgis
US,AR,st. francis,35.20105,-91.831833,ICU,1000HAB,0.22482,26688,2019,khn
US,AR,stone,35.20105,-91.831833,ICU,1000HAB,2.009162,12443,2018,arcgis
US,AR,union,35.20105,-91.831833,ACUTE,1000HAB,4.147719,40022,2018,arcgis
US,AR,union,35.20105,-91.831833,ICU,1000HAB,0.39978,40022,2019,khn
US,AR,van buren,35.20105,-91.831833,ICU,1000HAB,1.492448,16751,2018,arcgis
US,AR,washington,35.20105,-91.831833,ACUTE,1000HAB,2.852251,223683,2016,arcgis
US,AR,washington,35.20105,-91.831833,ICU,1000HAB,0.272707,223683,2019,khn
US,AR,washington,35.20105,-91.831833,OTHER,1000HAB,0.554356,223683,2018,arcgis
US,AR,washington,35.20105,-91.831833,PSYCHIATRIC,1000HAB,0.50965,223683,2018,arcgis
US,AR,white,35.20105,-91.831833,ACUTE,1000HAB,6.428989,78706,2018,arcgis
US,AR,white,35.20105,-91.831833,ICU,1000HAB,0.165172,78706,2019,khn
US,AR,woodruff,35.20105,-91.831833,ICU,1000HAB,0,6763,2019,khn
